tweets,processed_text,sentiment,predicted_sentiment,prediction_probability,top_topics,dataset
"#apple lower following cautious pac crest, deutsche notes #aapl #crus ","lower follow cautiou pac crest, deutsch note",0.0,0.0,0.8325449,"Topic 3, Topic 5",test
"apple intraday comments - updated range , - premium users  #aapl #stockaction #trading #stocks #mkt ","intraday comment updat rang , premium user",0.0,0.0,0.97522926,"Topic 1, Topic 4",test
rt @tschwettman: hey @apple why won't you let me facetime claire stop being rude,hey whi wont you let me facetim clair stop be rude,-1.0,-1.0,0.900544,"Topic 6, Topic 5",test
"iphones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. if it's too hot, it shuts down as well smfh @apple","iphon are mad sensit bro, if it too cold, it die even with a lot of batteri left. if it too hot, it shut down as well smfh",-1.0,-1.0,0.98793054,"Topic 3, Topic 5",test
#aapl:corporate earnings to contract; short apple: best of kass...,corpor earn to contract sho best of kass...,0.0,0.0,0.66054195,"Topic 4, Topic 3",test
@stevewoz @apple apple stock has doubled since steve jobs death and increased 15x since his return in the late 90s,stock ha doubl sinc steve job death and increas x sinc hi return in the late s,1.0,0.0,0.68863034,"Topic 3, Topic 2",test
@apple a game called @fluzzity is making a feature called ifluzz.the feature will have a complete copy of the iphone. pic.twitter.com/00ddso3i0o,a game call is make a featur call ifluzz.th featur will have a complet copi of the iphone. pic.twitter.comddsoio,0.0,0.0,0.6484498,"Topic 5, Topic 2",test
@jon_favreau movie 'chef' so original &amp; well executed. reminded me of the days steve jobs dreaming up @apple and then created the #iphone,movi chef so origin well executed. remind me of the day steve job dream up and then creat the,1.0,0.0,0.71002126,"Topic 4, Topic 2",test
@apple had a dream last night where i downgraded my #iphone to a 4s and spent the rest of the dream trying to figure out what to do. #shame,had a dream last night where i downgrad my to a s and spent the rest of the dream tri to figur out what to do.,-1.0,-1.0,0.65495163,"Topic 5, Topic 1",test
@the_hiit_coach we'll use it. but we know that feeling only too well of waiting for your app to be approved by @apple #likewatchingpaintdry,well use it. but we know that feel onli too well of wait for your app to be approv by,0.0,0.0,0.80814135,"Topic 5, Topic 4",test
"spent 6000 eur at apple. iphone 6 camera no longer works.told i got water in it,i did not. unacceptable customer service @apple","spent eur at. iphon camera no longer works.told i got water in it,i did not. unaccept custom servic",-1.0,-1.0,0.875689,"Topic 4, Topic 1",test
"happy monday! my camera on my fancy @apple #iphone6plus suddenly stopped working this weekend, so instead - i meme. ","happi monday! my camera on my fanci suddenli stop work thi weekend, so instead i meme.",-1.0,-1.0,0.8470137,"Topic 6, Topic 4",test
just broke my 3rd charger of the month. get your shit together @apple,just broke my rd charger of the month. get your shit togeth,-1.0,-1.0,0.99861836,"Topic 1, Topic 4",test
ios7 will have imovie for free i want my 5 bucks back @apple,io will have imovi for free i want my buck back,-1.0,0.0,0.7767344,"Topic 3, Topic 6",test
"did @apple just make a wrong decision?  well, no better and no worse in term of consumer-based innovation #imo","did just make a wrong decision? well, no better and no wors in term of consumerbas innov",0.0,-1.0,0.9617173,"Topic 2, Topic 5",test
hey @apple i did another software update and my ipad won't open any webpages. any ideas here?,hey i did anoth softwar updat and my ipad wont open ani webpages. ani idea here?,-1.0,-1.0,0.664577,"Topic 4, Topic 6",test
#apple admits it deleted songs purchased through competing stores from ipods ... -  #aapl #realnetworks,admit it delet song purchas through compet store from ipod ...,-1.0,-1.0,0.7606521,"Topic 3, Topic 1",test
@thehill @apple wish we could prosecute the admin for violation of privacy and criminal search and seizure,wish we could prosecut the admin for violat of privaci and crimin search and seizur,-1.0,0.0,0.73391145,"Topic 3, Topic 4",test
@microsoft love what the design team has done with metro but hate the recent jab @apple.why not just differentiate yourself from apple?,love what the design team ha done with metro but hate the recent jab .whi not just differenti yourself from?,0.0,-1.0,0.8368059,"Topic 5, Topic 3",test
dear @apple get your shit together,dear get your shit togeth,-1.0,-1.0,0.9908409,"Topic 5, Topic 4",test
"@apple a lot of people have said the iphone 5s/5c did not contain any major innovations, maybe you need to adjust to their shallowness...","a lot of peopl have said the iphon sc did not contain ani major innovations, mayb you need to adjust to their shallowness...",0.0,0.0,0.5554193,"Topic 6, Topic 4",test
my phone was on 19 percent and then it shut off okay @apple fuck you,my phone wa on percent and then it shut off okay fuck you,-1.0,-1.0,0.99011385,"Topic 3, Topic 5",test
"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.","protest stage protest in store in nyc... is it me, or is thi anger misplaced? retweet if you agree.",0.0,0.0,0.8531694,"Topic 4, Topic 2",test
@applenws @apple @appleproducts ok yall need to reverse my phone back to ios 7 bc i can't do this anymore,ok yall need to revers my phone back to io bc i cant do thi anymor,-1.0,0.0,0.5097154,"Topic 6, Topic 3",test
"mt @kellenklein: best of #stakeholderengagement in '14: @thenorthface + @fourpawsuk, @apple + @greenpeace.  @future500","mt best of in , .",0.0,0.0,0.6027623,"Topic 5, Topic 3",test
"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.","protest stage protest in store in nyc... is it me, or is thi anger misplaced? retweet if you agree.",0.0,0.0,0.8531694,"Topic 4, Topic 2",test
very true. @apple iphone: designed in #california but manufactured fast all around the world (infographic) | ,veri true. iphon design in but manufactur fast all around the world infograph,0.0,0.0,0.5422549,"Topic 6, Topic 4",test
"ie, chrome, and firefox all now have public feature roadmaps...come on, @apple safari!  feel free to fork ","ie, chrome, and firefox all now have public featur roadmaps...com on, safari! feel free to fork",-1.0,0.0,0.59472895,"Topic 4, Topic 6",test
if my phone dies mid tweet i will sue you @apple,if my phone die mid tweet i will sue you,-1.0,-1.0,0.84152794,"Topic 2, Topic 5",test
still waiting new emojis where them at @apple,still wait new emoji where them at,-1.0,0.0,0.76358473,"Topic 4, Topic 6",test
apple stores recruiting fashion/luxury experts ahead of apple watch debut $aapl #aapl ,store recruit fashionluxuri exp ahead ofwatch debut,0.0,0.0,0.7742982,"Topic 4, Topic 2",test
i'm interested to have a look at all new #lumia by @apple  cc: @nokia @potasiyam @thehoneymad @isfarahmad,im interest to have a look at all new by cc,0.0,0.0,0.6343962,"Topic 5, Topic 6",test
"@angusdick yes, had that exact issue. took it to @apple for a free battery replacement. trackpad ended up being fine.","yes, had that exact issue. took it to for a free batteri replacement. trackpad end up be fine.",0.0,0.0,0.67635006,"Topic 3, Topic 2",test
"apple: canaccord, merrill up targets on iphone cycle; mostly priced into the stock, says pac crest $aapl #aapl ","canaccord, merril up target on iphon cycl mostli price into the stock, say pac crest",0.0,0.0,0.8345036,"Topic 4, Topic 2",test
"1 actually good thing from the @apple announcement is the free apps on new iphones (pages, numbers, keynote, iphoto, imovie) via...","actual good thing from the announc is the free app on new iphon pages, numbers, keynote, iphoto, imovi via...",1.0,1.0,0.52638733,"Topic 3, Topic 5",test
resisting a bite of the #holiday @apple -  ,resist a bite of the,0.0,0.0,0.778201,"Topic 5, Topic 6",test
"best of #stakeholderengagement in '14: @thenorthface + @fourpawsuk, @cargill + @theforesttrust, @apple + @greenpeace. ","best of in , , .",0.0,0.0,0.7518669,"Topic 5, Topic 3",test
apple to launch 4-inch iphone next year: report $aapl #aapl ,to launch inch iphon next year repo,0.0,0.0,0.8843092,"Topic 1, Topic 2",test
"my macbook pro is now as annoying as my asus windows 8 computer. freezing, laggy, etc.  so much for @apple's excellence.","my macbook pro is now as annoy as my asu window computer. freezing, laggy, etc. so much for s excellence.",-1.0,0.0,0.5185747,"Topic 6, Topic 1",test
@apple with the hour of code for @codeorg  via @techcrunch. how about startups join and teach coding too?,with the hour of code for via . how about staup join and teach code too?,0.0,0.0,0.79642755,"Topic 2, Topic 1",test
"morgan stanley sells apple inc., but aapl stock still a buy  #aapl","morgan stanley sellsinc., butstock still a buy",0.0,0.0,0.80699974,"Topic 5, Topic 6",test
rt @laura_kate8: why do i have 5 group messages with the same people. @apple,whi do i have group messag with the same people.,-1.0,-1.0,0.569524,"Topic 6, Topic 1",test
macbook pro 13in unboxing:  via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,macbook pro in unbox via,0.0,0.0,0.8913942,"Topic 5, Topic 1",test
who's buying all those new iphones anyway? $aapl #aapl ,who buy all those new iphon anyway?,0.0,0.0,0.83537745,"Topic 4, Topic 5",test
could @apple & @paypal announcements be game changers in the #mpayment landscape? #mcommerce #bluetooth @ir_magazine ,could announc be game changer in the landscape?,0.0,0.0,0.8506799,"Topic 6, Topic 5",test
"'a lot of times, people don't know what they want, until you show it to them.' - steve jobs #aapl #apple","a lot of times, peopl dont know what they want, until you show it to them. steve job",0.0,0.0,0.80458105,"Topic 3, Topic 2",test
seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. Ã¥Â£50 to change.,seem like is go downhil when they say need a new batteri due to charg over months. to change.,-1.0,-1.0,0.7458711,"Topic 3, Topic 5",test
#apple in the dock: $1 billion antitrust claim casts #stevejobs as conspirator #aapl ,in the dock billion antitrust claim cast as conspir,-1.0,0.0,0.7191074,"Topic 4, Topic 2",test
@apple thanks for the email asking me to buy your extremely overpriced phones in australia. no thanks though. #applerort,thank for the email ask me to buy your extrem overpr phone in australia. no thank though.,-1.0,-1.0,0.6583456,"Topic 4, Topic 6",test
"@ibogost @theatlantictech @apple the #iphone5s is #jonyives banging those ""champfered edges"" like they were cowbells.",the is bang those chfere edg like they were cowbells.,0.0,0.0,0.82598084,"Topic 5, Topic 1",test
"@mrbeagleman @apple  if starbucks shuts down, anon is decimated","if starbuck shut down, anon is decim",0.0,0.0,0.778201,"Topic 1, Topic 5",test
"hey @apple i got an idea for the new iphones, why not a refillable lighter fluid compartment, why let bic and zippos have all the fun?","hey i got an idea for the new iphones, whi not a refil lighter fluid compament, whi let bic and zippo have all the fun?",0.0,-1.0,0.57083577,"Topic 5, Topic 4",test
@apple reveals its best of 2014 app list- elevate and threes! top the list  via @techland,reveal it best of app list elev and threes! top the list via,0.0,0.0,0.81727284,"Topic 4, Topic 3",test
@matthouse15 @apple what they haven't came out with ios7 yet ill never know,what they havent came out with io yet ill never know,0.0,0.0,0.5122966,"Topic 6, Topic 4",test
@tehhgoat @apple do you by accident have me blocked or?,do you by accid have me block or?,-1.0,0.0,0.6889745,"Topic 1, Topic 3",test
$aapl #aapl green right now. hope it stays.,green right now. hope it stays.,0.0,1.0,0.77016234,"Topic 6, Topic 5",test
guess who has champagne color as well #iphone5s #iphone5c #tools #homeimprovement #homeowners #home @apple undefined,guess who ha chagn color as well undefin,1.0,0.0,0.73761153,"Topic 5, Topic 4",test
i freaking hate you @apple,i freak hate you,-1.0,-1.0,0.9886169,"Topic 3, Topic 1",test
#jobs said #apple took pains to protect record contracts #stevejobs #aapl ,said took pain to protect record contract,0.0,0.0,0.7147301,"Topic 3, Topic 5",test
"no, @apple, don't 'remind me tomorrow'. just f'ing tell me what the updates you want to install actually are.","no, , dont remind me tomorrow. just fing tell me what the updat you want to instal actual are.",-1.0,-1.0,0.7385032,"Topic 1, Topic 3",test
@apple really needs to do something about these bullshit cords,realli need to do someth about these bullshit cord,-1.0,-1.0,0.5852086,"Topic 3, Topic 4",test
dear @apple:  where the ever-lovin' heck did you put the navigation arrows in the itunes store? do you even use your own software?,dear where the everlovin heck did you put the navig arrow in the itun store? do you even use your own software?,-1.0,0.0,0.50866616,"Topic 3, Topic 4",test
"dear @apple  can you please create a middle finger emoji asap sincerely, all iphone users","dear can you pleas creat a middl finger emoji asap sincerely, all iphon user",-1.0,0.0,0.7614719,"Topic 4, Topic 2",test
iphone 7 release date with top 10 most needed features $aapl #aapl ,iphon releas date with top most need featur,0.0,0.0,0.9169595,"Topic 4, Topic 6",test
@dynamictim @apple as a trustworthy company?,as a trustwohi company?,0.0,0.0,0.778201,"Topic 5, Topic 6",test
i applied for @apple's 'head of social media' opening. i have a leg up because of my twitter skillz. i am like the mark twain of twitter.,iie for s head of social media opening. i have a leg up becaus of my twitter skillz. i am like the mark twain of twitter.,0.0,-1.0,0.6618148,"Topic 2, Topic 4",test
the worst !  rt @mati_ucurvegawd: yooo @apple why my iphone 5 battery so sus?,the worst ! yooo whi my iphon batteri so sus?,-1.0,-1.0,0.8328263,"Topic 3, Topic 2",test
khloe kardashian has a black iphone 6 but i still don't have mine???... @apple whats going on huh? picking favorites? you biased fucks,khloe kardashian ha a black iphon but i still dont have mine???... what go on huh? pick favorites? you bias fuck,-1.0,-1.0,0.89510405,"Topic 2, Topic 5",test
