labels,tweets
-1.0,"11am and 20% battery. die, @apple"
0.0,"#realworld #etnui #magicleap #spin @google @htc @apple @samsung @magicleap this is a collection of dreams, thoughts, and discussions i share"
0.0,"#iphone6, #6 plus availability and wait time update: @apple [#apple] store, verizon .... (#sunday, 7 #december) "
-1.0,"finally updated #iphone to ios 8 something, thanks @apple for more shit we don't need. #seriously, thanks a trillion. "
-1.0,not cool @apple ... not cool. you just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?
-1.0,"as the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. wtf! #iphoneissues @apple"
-1.0,@apple yo when ya coming out with the charger case for the 6? hurr up
1.0,thanks @apple for 'keep newer' when transferring files from a local hard drive to a server.
-1.0,also i've had my iphone 6 for two days and it's already broken shout out to @apple
0.0,dan nathan: how to profit from apple inc. (aapl) stock?  #aapl
-1.0,@swerviinnn @apple maybe stop being a whore for once and sleep
0.0,apple inc. deleted non-itunes music off ipods  #aapl
-1.0,being held hostage at @apple - they are replacing the whole phone. last backup at 630 a.m. this morning so anything since was byebyebye.
0.0,apple inc. vs google inc: the battle of the tech giants $aapl #aapl 
-1.0,"dear @apple, please fix your awdl issues.. "
-1.0,pretty bad @apple my #iphone5 has 20%life left and it is only 11am.
-1.0,@apple pls make better chargers :)
1.0,rt @jpdesloges: why apple  is poised to have a record-breaking holiday season $aapl #aapl 
-1.0,"@apple @testflightapp you should tell testers that if using gmail on ios, your app won't work. doesn't tell testers at all."
-1.0,"my 17' macbook pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple "
0.0,full-time #trader? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #esignal 
1.0,rt @peterpham: bought my @augustsmartlock at the @apple store..pretty good logo match . can't wait to install it! 
1.0,the king of the phablets! apple's iphone 6 plus is bestseller for past three months - $aapl #aapl 
0.0,"the ##best #iphone apps of the year, #according to @apple [#apple]. (#monday, 8 #december) "
0.0,the ui of the future: three takeaways from @apple pioneer bill fernandez @zdnet @jasonhiner 
-1.0,if i fail poli sci because of this fucking laptop i'm suing @apple
0.0,apple: dec 8 total trading daily profits 2.78/sh  #aapl #stockaction #trading #stocks #mkt  
0.0,apple releases final cut pro 10.1.4 and xcode 6.1.1 [mac blog]  #aapl
0.0,6 reasons #apple could have fallen 6% yesterday - forbes #aapl  
0.0,.@apple #healthkit first movers featured at @mhealthsummit | mobiquity's own @snyder4g also panelist @mhealth14 
0.0,#aapl:apple heads to trial over digital music claims...
0.0,"monday's analyst moves: apple inc., chevron corporation, starbucks ...  #aapl"
1.0,rt @fakebananas: thanks @apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #iot 
0.0,#stevejobs predicted the future of #ecommerce back in 1996 and got it exactly right #aapl 
0.0,apple intraday comments - updated. range - premium users  #aapl #stockaction #trading #stocks #mkt 
-1.0,ok i muted the groupchat but i still get notifications uhm @apple what the hell
0.0,"#verr?cktes #ger?cht: #iphone6s zum @apple [#apple] watch. (#thursday, 4 #december) "
-1.0,"lowkey, yosemite trash af i cant use my logic express 9 anymore @apple yall irritating the fuck outta me - sincerely a disgruntled person"
0.0,dear @apple i would like an #imac with touch screen more than a watch
-1.0,"hey @apple, every time you update itunes you make it worse. and worse. #dontupdateitunes"
-1.0,my alarm was set the ringer was on and it just refused to work fuck u @apple
0.0,rt @jpdesloges: plaintiff withdrawn in ipod antitrust lawsuit $aapl #aapl 
0.0,apple is warming up to social media: apple is hiring a social media guru in l.a. will @apple fin...  #startup #nyc
-1.0,hey @apple why is my phone dying when it's on the charger  ur stuff sucks
-1.0,steve wozniak tries to gut the legacy of the late steve jobs. #uncool @apple  via @bloombergtv
0.0,steve jobs emails featured in apple ipod us antitrust trial  #aapl
-1.0,"former apple inc. supply manager sentenced to prison, fined $4.5 million for corporate espionage  $aapl #aapl "
-1.0,yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it
0.0,rt different is normal  + #frankcaliendo #iansomerhalder #ryandorsey #danbilzerian #aapl
1.0,sorry @samsung but i will be taking my smartphone talents over to @apple. the iphone 6 is more reliable &amp; is better for everyday usage.
0.0,my iphones working without a sim card on 3g (not on wifi) #wtf @apple
0.0,"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple "
0.0,"photo: caf揭 mac @apple: check, shady groove @google: check. for not being a techie, i seem to frequent... "
1.0,dash now accepts #applepay. @apple thanks @braintree for making this happen #mobilepayments #paywithdash 
0.0,rt @sanforddiday: new @apple patent from primesense covers kinect-style 3d space痒mapping  via @techcrunch #cooltech
0.0,@hrhound @mandogallegos nice! if the actor had on an iwatch he'd have the entire suite of @apple products. #sponsordeal
-1.0,you'd think safari would work well since it's an apple product but no it's been freezing constantly. such crap products @apple
0.0,"#iphone6, #6 plus trigger spike in @apple [#apple] sales worldwide. (#thursday, 4 #december) "
1.0,@littlewordbites @travlandleisure @apple  &gt; a5: chipping in here- i am inspired by the iphone 6+~ takes incredible photos! pin sharp!
0.0,"apple:dec 2 trading daily profit $3.34/sh, weekly profits of $13.37/sh  #aapl #stockaction #trading #stocks #mkt   "
1.0,rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  
0.0,why even apple is surprised by the enormous demand for the iphone 6 $aapl #aapl 
0.0,a for @apple  a for @adnantariqbajwa a for @air_mun 
-1.0,strikes me as somewhat stupid that @apple have sent me a brand new iphone without the latest software on. so i can't restore my old stuff.
-1.0,@apple when are you going to fix the maps app. the navigation sucks!!! face it and just switch to google maps.
0.0,"what every young #designer should know, from legendary @apple designer susan kare  "
-1.0,my phone died on 23% @apple what the fuck is this
-1.0,"ipod replaced. if i never have to set foot in an @apple store again, the world will be a better place."
0.0,in the market to create more videos with my students @apple #macbook  via @donorschoose
-1.0,@apple - what if i don't want my money going to africa to fight aids?  we have problems here we need to fight.  #apple #africa @cnn #cnn
0.0,why isn't @apple on twitter? 
0.0,@anna_cochrane @apple shouldn't you be out walking anna? pick me up a iphone 6 128g while you're there. i can dm an address.
0.0,@apple tv fades away in #streaming video player market 
1.0,@onerepublic @apple thanks for sharing pics. awesome guys! :)
1.0,love @apple #iphone5 but i need to upgrade soon  
0.0,the stage is set at @apple #cwb for @edwardkb @lielaineyl @cc_nimbu @jethromullen vivien liu #instasavvy 
0.0,"@apple [#apple] #patents an #iphone drop protection mechanism that changes device .... (#tuesday, 2 #december) "
0.0,#aapl:jim cramer: why this is not the tech bubble we saw in 2000...
0.0,"#mkt final #aapl #putcallratios for friday, december 5, 2014:  "
0.0,apple macbook (鶯949.86)  @office_nerd @apple #tech 
0.0,i went from @samsungtweets to @apple #overnight #whathappened
-1.0,itunes is awful &amp; is ruining my life fix your shit @apple
0.0,@apple s new patent against broken screens   @techcrunch #tech #iphone #business #innovation
-1.0,never ever buy an @apple itouch they are worthless
-1.0,what the hell why did lucy's songs just delete off my phone i hatw you @itunesmusic @apple
0.0,rt @jpdesloges: gtat creditors want to question apple's jeff williams $aapl #aapl 
-1.0,lmao oh my god why the fuck did it autocorrect it from 'gonna' to 'finna' ahahahah @apple u ghetto child ass youuu 
-1.0,#ios8 upgrade creates #cutandpaste problems @apple not impressed. anyone else ha
0.0,#apple campus 2 december 2014 update + drone flyover video -  #aapl #companytagged 
0.0,"42% believe #iphone6 won't be available this christmas, survey says  via @cnet #aapl"
-1.0,@apple and @facebook i speak for all of humanity; we want to chose what contacts are added to our contacts book from #facebook #thanks
-1.0,fuck you @apple my phone has been searching for service for almost a complete day
-1.0,@shagale @apple why'd you do this to us?!
-1.0,i hate how ios 8 capitalizes random words like i dont wanna give emphasis to some stupid word in tha sentence get ur self together @apple
-1.0,wtf.. my phone is in do not disturb and i'm still getting notifications.. fix this shit @applebees @apple
0.0,how many @apple products does it take to write a paper?   photo credit: iphone 
0.0,can't get a new iphone 6? how about these free apple shares....   #investing  #stocks #aapl 
-1.0,fuck you for breaking my music @apple
1.0,@fullcircleone thanx! big @apple thanx goes 2 @stackizshort &amp; @rebelutionary_z on the ground #ferguson2nyc #blacklivesmatter #icantbreathe
-1.0,@bmoneyslamdog23 @apple every time i type the word ya it capitalizes the a. drives me nuts.
-1.0,@apple is becoming very petty about not allowing certain apple dev resources work in chrome.
0.0,@apple lawsuit could collapse as new #evidence comes to fore 
1.0,"@onerepublic @apple that looks amazing, don't think anyone can say they recorded music on a plane haha"
0.0,"early movers: big, dltr, thi, #aapl, five &amp; more: these are the stocks posting the largest moves before the bell. "
0.0,first @apple logo was designed by co-founder ronald wayne. drawing of isaac newton reading a book under an apple tree
0.0,"apple inc. leads momentum stocks, tesla motors inc loses steam  #aapl"
0.0,"$aapl as expected, some users still like small screens, iphone 6 mini reportedly on its way #aapl "
1.0,"five apple predictions for 2015. i disagree absolutely, apple will have an incredible holiday season! #aapl 130$ "
-1.0,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple."
-1.0,#siri never understands me. she just said she was 'new 2 my language' and didn't get me. i speak english without major accent. #apple @apple
1.0,"but i'm beyond thankful for the help @apple gave me today. computer was defective and they replaced it, while i just payed the difference"
0.0, need help on using your #apple #iphone6 &amp; #iphone6plus ? #checkitout @applenws @apple 
0.0,"#meet #elevate, @apple [#apple]'s pick for best #iphone app of the #year. (#monday, 8 #december) "
0.0,"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here "
-1.0,@mayhembcn iupdate is new since i needed a duns two years ago (web form + phone call) - ironic for an @apple req that it only supports ie8+
0.0,apple gets price target boost on back of strong iphone demand $aapl #aapl 
0.0,is apple the most important stock on earth?  #aapl
0.0,@azakfeverafc @apple do you need intel. dm. jw.
0.0,@apple planning to strengthen #india presence with 500 stores across #cities and #towns 
0.0,your osx built in @firefox #keylogger had been provided by @apple !! 
0.0,@cynthialanel @twitter silicon valley as a whole needs to step up the same 2% @google @yahoo @facebook @apple 
-1.0,took me an hour (half of it was decided in a bubble bath) that i cannot download ios 8. i hate you @apple @ee
1.0,just did my first transaction with @apple pay using my @chase card. very neat.
-1.0,rt @fazenikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
0.0,see which 11 guru fund managers hold apple $aapl #aapl 
0.0,few spots left @wwclondon's 10 dec event @apple w/ @coderinheels @dr_black @watc_girl @isabelladegen... 
0.0,hands-on with elgato smart power and mophie powerstation plus external batteries [ios blog]  #aapl
